General Ledger,,,,,,,,,
"Johnson Family Dentistry, PLLC",,,,,,,,,
"January 1-December 31, 2023",,,,,,,,,
,,,,,,,,,
,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Split account,Amount,Balance
,105 Riverview Checking 6958,03/29/2023,Deposit,,Credit Card,,Fees,"1,000.00","3,360.15"
,105 Riverview Checking 6958,03/31/2023,Expense,,Analysis Charge,,Office Supplies,-94.76,"3,265.39"
,105 Riverview Checking 6958,04/03/2023,Expense,,Merchant Fees,,Credit Card Fees,-159.77,"3,105.62"
,105 Riverview Checking 6958,04/12/2023,Deposit,,Credit Card,,Fees,888.00,"3,993.62"
,105 Riverview Checking 6958,04/27/2023,Expense,,JP Morgan Chase,,Auto Expense,-983.89,"3,009.73"
,105 Riverview Checking 6958,04/27/2023,Expense,,Wa Department Of,,Sales & Use Tax,"-3,099.83",-90.10
,105 Riverview Checking 6958,04/27/2023,Expense,,,,Office Supplies,-35.00,-125.10
,105 Riverview Checking 6958,04/30/2023,Expense,,Analysis Charge,,Office Supplies,-89.90,-215.00
,105 Riverview Checking 6958,05/03/2023,Deposit,,Transfer,,Withdrawals,300.00,85.00
,105 Riverview Checking 6958,05/04/2023,Expense,,Merchant Fees,,Credit Card Fees,-68.79,16.21
,105 Riverview Checking 6958,06/30/2023,Journal Entry,CPA 01,,,,-16.21,0.00
Total for 105 Riverview Checking 6958,,,,,,,,"-$4,336.74",
109 Summit Checking 5809,,,,,,,,,
,Beginning Balance,,,,,,,,"62,960.37"
,109 Summit Checking 5809,01/03/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"62,460.37"
,109 Summit Checking 5809,01/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","58,460.37"
,109 Summit Checking 5809,01/04/2023,Deposit,,Credit Card,,Fees,373.80,"58,834.17"
,109 Summit Checking 5809,01/05/2023,Deposit,,Checks,,Fees,"3,525.00","62,359.17"
,109 Summit Checking 5809,01/05/2023,Expense,,Summit Bank,,,"-9,049.16","53,310.01"
,109 Summit Checking 5809,01/05/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-383.31,"52,926.70"
,109 Summit Checking 5809,01/05/2023,Deposit,,Credit Card,,Fees,"1,016.80","53,943.50"
,109 Summit Checking 5809,01/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","45,443.50"
,109 Summit Checking 5809,01/06/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","35,443.50"
,109 Summit Checking 5809,01/09/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"34,943.50"
,109 Summit Checking 5809,01/10/2023,Deposit,,Credit Card,,Fees,111.25,"35,054.75"
,109 Summit Checking 5809,01/11/2023,Deposit,,Credit Card,,Fees,"1,108.00","36,162.75"
,109 Summit Checking 5809,01/12/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-800.66,"35,362.09"
,109 Summit Checking 5809,01/12/2023,Deposit,,Checks,,Fees,"7,565.12","42,927.21"
,109 Summit Checking 5809,01/12/2023,Deposit,,Credit Card,,Fees,677.37,"43,604.58"
,109 Summit Checking 5809,01/13/2023,Deposit,,Credit Card,,Fees,391.10,"43,995.68"
,109 Summit Checking 5809,01/17/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"43,495.68"
,109 Summit Checking 5809,01/17/2023,Deposit,,Credit Card,,Fees,720.90,"44,216.58"
,109 Summit Checking 5809,01/18/2023,Deposit,,Credit Card,,Fees,316.80,"44,533.38"
,109 Summit Checking 5809,01/19/2023,Deposit,,Checks,,Fees,"4,120.35","48,653.73"
,109 Summit Checking 5809,01/19/2023,Deposit,,Credit Card,,Fees,472.00,"49,125.73"
,109 Summit Checking 5809,01/19/2023,Deposit,,American Express,,Fees,149.59,"49,275.32"
,109 Summit Checking 5809,01/20/2023,Deposit,,Credit Card,,Fees,257.60,"49,532.92"
,109 Summit Checking 5809,01/20/2023,Deposit,,American Express,,Fees,919.28,"50,452.20"
,109 Summit Checking 5809,01/23/2023,Deposit,,Credit Card,,Fees,757.28,"51,209.48"
,109 Summit Checking 5809,01/23/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"50,709.48"
,109 Summit Checking 5809,01/24/2023,Deposit,,Credit Card,,Fees,445.40,"51,154.88"
,109 Summit Checking 5809,01/26/2023,Deposit,,Checks,,Fees,"1,927.03","53,081.91"
,109 Summit Checking 5809,01/26/2023,Deposit,,Credit Card,,Fees,"1,610.98","54,692.89"
,109 Summit Checking 5809,01/27/2023,Deposit,,Checks,,Fees,"1,579.21","56,272.10"
,109 Summit Checking 5809,01/27/2023,Deposit,,Credit Card,,Fees,477.00,"56,749.10"
,109 Summit Checking 5809,01/30/2023,Deposit,,Credit Card,,Fees,532.90,"57,282.00"
,109 Summit Checking 5809,01/30/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-893.34,"56,388.66"
,109 Summit Checking 5809,01/30/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"55,888.66"
,109 Summit Checking 5809,01/31/2023,Deposit,,Credit Card,,Fees,492.84,"56,381.50"
,109 Summit Checking 5809,01/31/2023,Deposit,,Interest Earned,,Interest Income,29.90,"56,411.40"
,109 Summit Checking 5809,02/01/2023,Deposit,,Checks,,Fees,"5,008.65","61,420.05"
,109 Summit Checking 5809,02/01/2023,Deposit,,Credit Card,,Fees,565.20,"61,985.25"
,109 Summit Checking 5809,02/02/2023,Deposit,,Checks,,Fees,"1,862.10","63,847.35"
,109 Summit Checking 5809,02/02/2023,Deposit,,Credit Card,,Fees,224.15,"64,071.50"
,109 Summit Checking 5809,02/03/2023,Deposit,,Checks,,Fees,717.40,"64,788.90"
,109 Summit Checking 5809,02/03/2023,Deposit,,Credit Card,,Fees,102.16,"64,891.06"
,109 Summit Checking 5809,02/03/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-326.73,"64,564.33"
,109 Summit Checking 5809,02/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","60,564.33"
,109 Summit Checking 5809,02/06/2023,Deposit,,Credit Card,,Fees,934.87,"61,499.20"
,109 Summit Checking 5809,02/06/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"60,999.20"
,109 Summit Checking 5809,02/06/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","52,499.20"
,109 Summit Checking 5809,02/06/2023,Expense,,Summit Bank,,,"-9,049.16","43,450.04"
,109 Summit Checking 5809,02/07/2023,Deposit,,Checks,,Fees,"1,333.00","44,783.04"
,109 Summit Checking 5809,02/07/2023,Deposit,,Credit Card,,Fees,596.70,"45,379.74"
,109 Summit Checking 5809,02/07/2023,Deposit,,American Express,,Fees,60.20,"45,439.94"
,109 Summit Checking 5809,02/08/2023,Deposit,,Credit Card,,Fees,921.60,"46,361.54"
,109 Summit Checking 5809,02/09/2023,Deposit,,Checks,,Fees,"1,352.45","47,713.99"
,109 Summit Checking 5809,02/09/2023,Deposit,,Credit Card,,Fees,568.63,"48,282.62"
,109 Summit Checking 5809,02/10/2023,Deposit,,Credit Card,,Fees,295.40,"48,578.02"
,109 Summit Checking 5809,02/13/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"48,078.02"
,109 Summit Checking 5809,02/14/2023,Deposit,,Credit Card,,Fees,60.00,"48,138.02"
,109 Summit Checking 5809,02/14/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","38,138.02"
,109 Summit Checking 5809,02/14/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,"-1,118.16","37,019.86"
,109 Summit Checking 5809,02/15/2023,Deposit,,Checks,,Fees,"7,457.26","44,477.12"
,109 Summit Checking 5809,02/15/2023,Deposit,,Credit Card,,Fees,28.00,"44,505.12"
,109 Summit Checking 5809,02/16/2023,Deposit,,Credit Card,,Fees,390.70,"44,895.82"
,109 Summit Checking 5809,02/16/2023,Deposit,,Checks,,Fees,178.40,"45,074.22"
,109 Summit Checking 5809,02/17/2023,Deposit,,Credit Card,,Fees,26.85,"45,101.07"
,109 Summit Checking 5809,02/21/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","35,101.07"
,109 Summit Checking 5809,02/21/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"34,601.07"
,109 Summit Checking 5809,02/27/2023,Deposit,,Checks,,Fees,"4,059.38","38,660.45"
,109 Summit Checking 5809,02/27/2023,Deposit,,Credit Card,,Fees,136.00,"38,796.45"
,109 Summit Checking 5809,02/27/2023,Deposit,,Credit Card,,Fees,28.00,"38,824.45"
,109 Summit Checking 5809,02/27/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"38,324.45"
,109 Summit Checking 5809,02/28/2023,Deposit,,Credit Card,,Fees,"1,006.60","39,331.05"
,109 Summit Checking 5809,02/28/2023,Deposit,,Credit Card,,Fees,287.00,"39,618.05"
,109 Summit Checking 5809,02/28/2023,Deposit,,Interest Earned,,Interest Income,26.26,"39,644.31"
,109 Summit Checking 5809,03/01/2023,Deposit,,Credit Card,,Fees,444.00,"40,088.31"
,109 Summit Checking 5809,03/02/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-707.70,"39,380.61"
,109 Summit Checking 5809,03/02/2023,Deposit,,Checks,,Fees,"3,766.52","43,147.13"
,109 Summit Checking 5809,03/02/2023,Deposit,,Credit Card,,Fees,650.00,"43,797.13"
,109 Summit Checking 5809,03/03/2023,Deposit,,Credit Card,,Fees,284.00,"44,081.13"
,109 Summit Checking 5809,03/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","40,081.13"
,109 Summit Checking 5809,03/06/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","31,581.13"
,109 Summit Checking 5809,03/06/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-221.72,"31,359.41"
,109 Summit Checking 5809,03/06/2023,Expense,,Summit Bank,,,"-9,049.16","22,310.25"
,109 Summit Checking 5809,03/06/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"21,810.25"
,109 Summit Checking 5809,03/07/2023,Deposit,,Checks,,Fees,"1,130.58","22,940.83"
,109 Summit Checking 5809,03/07/2023,Deposit,,Credit Card,,Fees,39.00,"22,979.83"
,109 Summit Checking 5809,03/08/2023,Deposit,,Credit Card,,Fees,"1,951.00","24,930.83"
,109 Summit Checking 5809,03/09/2023,Deposit,,Checks,,Fees,474.34,"25,405.17"
,109 Summit Checking 5809,03/09/2023,Deposit,,Credit Card,,Fees,290.16,"25,695.33"
,109 Summit Checking 5809,03/10/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","15,695.33"
,109 Summit Checking 5809,03/10/2023,Deposit,,Credit Card,,Fees,336.40,"16,031.73"
,109 Summit Checking 5809,03/13/2023,Deposit,,Credit Card,,Fees,37.00,"16,068.73"
,109 Summit Checking 5809,03/13/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"15,568.73"
,109 Summit Checking 5809,03/14/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-871.94,"14,696.79"
,109 Summit Checking 5809,03/14/2023,Deposit,,Credit Card,,Fees,218.70,"14,915.49"
,109 Summit Checking 5809,03/15/2023,Deposit,,Checks,,Fees,890.95,"15,806.44"
,109 Summit Checking 5809,03/15/2023,Deposit,,Credit Card,,Fees,327.30,"16,133.74"
,109 Summit Checking 5809,03/16/2023,Deposit,,Checks,,Fees,502.00,"16,635.74"
,109 Summit Checking 5809,03/17/2023,Deposit,,Credit Card,,Fees,"1,120.30","17,756.04"
,109 Summit Checking 5809,03/17/2023,Deposit,,Credit Card,,Fees,64.00,"17,820.04"
,109 Summit Checking 5809,03/20/2023,Deposit,,Credit Card,,Fees,74.00,"17,894.04"
,109 Summit Checking 5809,03/20/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"17,394.04"
,109 Summit Checking 5809,03/21/2023,Deposit,,Checks,,Fees,"3,472.51","20,866.55"
,109 Summit Checking 5809,03/22/2023,Deposit,,Credit Card,,Fees,573.38,"21,439.93"
,109 Summit Checking 5809,03/23/2023,Deposit,,Credit Card,,Fees,865.20,"22,305.13"
,109 Summit Checking 5809,03/23/2023,Deposit,,Checks,,Fees,24.00,"22,329.13"
,109 Summit Checking 5809,03/24/2023,Deposit,,Credit Card,,Fees,477.06,"22,806.19"
,109 Summit Checking 5809,03/27/2023,Deposit,,Checks,,Fees,891.97,"23,698.16"
,109 Summit Checking 5809,03/27/2023,Deposit,,Credit Card,,Fees,36.70,"23,734.86"
,109 Summit Checking 5809,03/27/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"23,234.86"
,109 Summit Checking 5809,03/28/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,"-1,040.26","22,194.60"
,109 Summit Checking 5809,03/28/2023,Deposit,,Credit Card,,Fees,244.60,"22,439.20"
,109 Summit Checking 5809,03/29/2023,Deposit,,Checks,,Fees,"3,207.71","25,646.91"
,109 Summit Checking 5809,03/29/2023,Deposit,,Credit Card,,Fees,566.20,"26,213.11"
,109 Summit Checking 5809,03/30/2023,Deposit,,Credit Card,,Fees,40.00,"26,253.11"
,109 Summit Checking 5809,03/31/2023,Deposit,,Credit Card,,Fees,434.00,"26,687.11"
,109 Summit Checking 5809,03/31/2023,Deposit,,Interest Earned,,Interest Income,15.20,"26,702.31"
,109 Summit Checking 5809,04/03/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"26,202.31"
,109 Summit Checking 5809,04/03/2023,Expense,,Transfer,,Rent,"-4,000.00","22,202.31"
,109 Summit Checking 5809,04/03/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-293.99,"21,908.32"
,109 Summit Checking 5809,04/04/2023,Deposit,,Credit Card,,Fees,642.45,"22,550.77"
,109 Summit Checking 5809,04/05/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","12,550.77"
,109 Summit Checking 5809,04/05/2023,Deposit,,Checks,,Fees,"2,704.01","15,254.78"
,109 Summit Checking 5809,04/05/2023,Deposit,,Checks,,Fees,"2,591.92","17,846.70"
,109 Summit Checking 5809,04/05/2023,Deposit,,Credit Card,,Fees,707.00,"18,553.70"
,109 Summit Checking 5809,04/05/2023,Expense,,Summit Bank,,,"-9,049.16","9,504.54"
,109 Summit Checking 5809,04/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","1,004.54"
,109 Summit Checking 5809,04/05/2023,Expense,,Transfer,,Summit Bank MM 5906,"10,000.00","11,004.54"
,109 Summit Checking 5809,04/06/2023,Deposit,,Credit Card,,Fees,192.00,"11,196.54"
,109 Summit Checking 5809,04/07/2023,Deposit,,Credit Card,,Fees,355.70,"11,552.24"
,109 Summit Checking 5809,04/10/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"11,052.24"
,109 Summit Checking 5809,04/11/2023,Deposit,,Checks,,Fees,"11,261.80","22,314.04"
,109 Summit Checking 5809,04/11/2023,Deposit,,Credit Card,,Fees,574.90,"22,888.94"
,109 Summit Checking 5809,04/12/2023,Deposit,,Credit Card,,Fees,89.80,"22,978.74"
,109 Summit Checking 5809,04/13/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-952.85,"22,025.89"
,109 Summit Checking 5809,04/13/2023,Deposit,,Credit Card,,Fees,185.20,"22,211.09"
,109 Summit Checking 5809,04/14/2023,Deposit,,American Express,,Fees,496.07,"22,707.16"
,109 Summit Checking 5809,04/14/2023,Deposit,,Credit Card,,Fees,663.40,"23,370.56"
,109 Summit Checking 5809,04/17/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"22,870.56"
,109 Summit Checking 5809,04/18/2023,Deposit,,Checks,,Fees,"2,632.86","25,503.42"
,109 Summit Checking 5809,04/18/2023,Deposit,,Credit Card,,Fees,449.68,"25,953.10"
,109 Summit Checking 5809,04/19/2023,Deposit,,Credit Card,,Fees,619.00,"26,572.10"
,109 Summit Checking 5809,04/19/2023,Deposit,,Credit Card,,Fees,336.68,"26,908.78"
,109 Summit Checking 5809,04/20/2023,Deposit,,Checks,,Fees,"1,139.57","28,048.35"
,109 Summit Checking 5809,04/20/2023,Deposit,,Credit Card,,Fees,351.60,"28,399.95"
,109 Summit Checking 5809,04/24/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"27,899.95"
,109 Summit Checking 5809,04/25/2023,Deposit,,Checks,,Fees,"4,818.80","32,718.75"
,109 Summit Checking 5809,04/25/2023,Deposit,,Credit Card,,Fees,671.40,"33,390.15"
,109 Summit Checking 5809,04/26/2023,Deposit,,Checks,,Fees,"5,187.78","38,577.93"
,109 Summit Checking 5809,04/26/2023,Deposit,,Credit Card,,Fees,170.80,"38,748.73"
,109 Summit Checking 5809,04/27/2023,Deposit,,Credit Card,,Fees,"1,006.40","39,755.13"
,109 Summit Checking 5809,04/28/2023,Deposit,,Credit Card,,Fees,700.00,"40,455.13"
,109 Summit Checking 5809,04/28/2023,Deposit,,Credit Card,,Fees,481.15,"40,936.28"
,109 Summit Checking 5809,04/28/2023,Deposit,,Interest Earned,,Interest Income,13.85,"40,950.13"
,109 Summit Checking 5809,05/01/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-897.12,"40,053.01"
,109 Summit Checking 5809,05/01/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"39,553.01"
,109 Summit Checking 5809,05/02/2023,Deposit,,American Express,,Fees,262.40,"39,815.41"
,109 Summit Checking 5809,05/02/2023,Deposit,,Checks,,Fees,"5,115.60","44,931.01"
,109 Summit Checking 5809,05/02/2023,Deposit,,Credit Card,,Fees,804.00,"45,735.01"
,109 Summit Checking 5809,05/02/2023,Deposit,,Credit Card,,Fees,325.60,"46,060.61"
,109 Summit Checking 5809,05/03/2023,Deposit,,Credit Card,,Fees,799.40,"46,860.01"
,109 Summit Checking 5809,05/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","42,860.01"
,109 Summit Checking 5809,05/04/2023,Deposit,,Credit Card,,Fees,"1,183.20","44,043.21"
,109 Summit Checking 5809,05/04/2023,Deposit,,American Express,,Fees,222.00,"44,265.21"
,109 Summit Checking 5809,05/04/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-267.22,"43,997.99"
,109 Summit Checking 5809,05/05/2023,Deposit,,Checks,,Fees,925.12,"44,923.11"
,109 Summit Checking 5809,05/05/2023,Deposit,,Credit Card,,Fees,497.90,"45,421.01"
,109 Summit Checking 5809,05/05/2023,Expense,,Summit Bank,,,"-9,049.16","36,371.85"
,109 Summit Checking 5809,05/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","27,871.85"
,109 Summit Checking 5809,05/08/2023,Deposit,,Credit Card,,Fees,70.00,"27,941.85"
,109 Summit Checking 5809,05/08/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","17,941.85"
,109 Summit Checking 5809,05/08/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"17,441.85"
,109 Summit Checking 5809,05/09/2023,Deposit,,Checks,,Fees,"4,694.03","22,135.88"
,109 Summit Checking 5809,05/09/2023,Deposit,,Credit Card,,Fees,742.00,"22,877.88"
,109 Summit Checking 5809,05/09/2023,Deposit,,Credit Card,,Fees,121.60,"22,999.48"
,109 Summit Checking 5809,05/10/2023,Deposit,,Credit Card,,Fees,"1,148.80","24,148.28"
,109 Summit Checking 5809,05/12/2023,Deposit,,Credit Card,,Fees,"1,707.80","25,856.08"
,109 Summit Checking 5809,05/12/2023,Deposit,,Credit Card,,Fees,"1,000.00","26,856.08"
,109 Summit Checking 5809,05/15/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-828.19,"26,027.89"
,109 Summit Checking 5809,05/15/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"25,527.89"
,109 Summit Checking 5809,05/16/2023,Deposit,,Checks,,Fees,"6,559.81","32,087.70"
,109 Summit Checking 5809,05/16/2023,Deposit,,Credit Card,,Fees,619.00,"32,706.70"
,109 Summit Checking 5809,05/16/2023,Deposit,,Credit Card,,Fees,558.00,"33,264.70"
,109 Summit Checking 5809,05/17/2023,Deposit,,Credit Card,,Fees,295.20,"33,559.90"
,109 Summit Checking 5809,05/17/2023,Deposit,,American Express,,Fees,222.40,"33,782.30"
,109 Summit Checking 5809,05/18/2023,Deposit,,Checks,,Fees,"2,157.91","35,940.21"
,109 Summit Checking 5809,05/18/2023,Deposit,,Credit Card,,Fees,849.80,"36,790.01"
,109 Summit Checking 5809,05/19/2023,Deposit,,Credit Card,,Fees,336.18,"37,126.19"
,109 Summit Checking 5809,05/22/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"36,626.19"
,109 Summit Checking 5809,05/23/2023,Deposit,,Credit Card,,Fees,"1,420.39","38,046.58"
,109 Summit Checking 5809,05/23/2023,Deposit,,American Express,,Fees,500.00,"38,546.58"
,109 Summit Checking 5809,05/24/2023,Deposit,,Checks,,Fees,"3,841.49","42,388.07"
,109 Summit Checking 5809,05/24/2023,Deposit,,Credit Card,,Fees,371.90,"42,759.97"
,109 Summit Checking 5809,05/25/2023,Deposit,,Credit Card,,Fees,"1,013.61","43,773.58"
,109 Summit Checking 5809,05/30/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"43,273.58"
,109 Summit Checking 5809,05/31/2023,Deposit,,Checks,,Fees,"3,723.65","46,997.23"
,109 Summit Checking 5809,05/31/2023,Deposit,,Credit Card,,Fees,870.00,"47,867.23"
,109 Summit Checking 5809,05/31/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-699.92,"47,167.31"
,109 Summit Checking 5809,05/31/2023,Deposit,,Interest Earned,,Interest Income,24.16,"47,191.47"
,109 Summit Checking 5809,06/01/2023,Deposit,,American Express,,Fees,400.00,"47,591.47"
,109 Summit Checking 5809,06/01/2023,Deposit,,Credit Card,,Fees,245.40,"47,836.87"
,109 Summit Checking 5809,06/01/2023,Deposit,,Credit Card,,Fees,910.00,"48,746.87"
,109 Summit Checking 5809,06/01/2023,Deposit,,Checks,,Fees,"1,475.64","50,222.51"
,109 Summit Checking 5809,06/02/2023,Deposit,,Credit Card,,Fees,148.00,"50,370.51"
,109 Summit Checking 5809,06/05/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"49,870.51"
,109 Summit Checking 5809,06/05/2023,Deposit,,Credit Card,,Fees,"1,071.25","50,941.76"
,109 Summit Checking 5809,06/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","42,441.76"
,109 Summit Checking 5809,06/05/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-462.84,"41,978.92"
,109 Summit Checking 5809,06/05/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","37,978.92"
,109 Summit Checking 5809,06/05/2023,Expense,,Summit Bank,,,"-9,049.16","28,929.76"
,109 Summit Checking 5809,06/06/2023,Deposit,,Checks,,Fees,"2,559.82","31,489.58"
,109 Summit Checking 5809,06/06/2023,Deposit,,Credit Card,,Fees,"4,363.98","35,853.56"
,109 Summit Checking 5809,06/07/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","25,853.56"
,109 Summit Checking 5809,06/07/2023,Deposit,,Credit Card,,Fees,491.24,"26,344.80"
,109 Summit Checking 5809,06/07/2023,Deposit,,Wealthfront,,Office Supplies,0.23,"26,345.03"
,109 Summit Checking 5809,06/07/2023,Deposit,,Wealthfront,,Office Supplies,0.37,"26,345.40"
,109 Summit Checking 5809,06/07/2023,Expense,,Wealthfront,,Office Supplies,-0.60,"26,344.80"
,109 Summit Checking 5809,06/08/2023,Deposit,,American Express,,Fees,360.00,"26,704.80"
,109 Summit Checking 5809,06/08/2023,Deposit,,Credit Card,,Fees,300.80,"27,005.60"
,109 Summit Checking 5809,06/08/2023,Deposit,,Checks,,Fees,38.08,"27,043.68"
,109 Summit Checking 5809,06/09/2023,Deposit,,Credit Card,,Fees,133.20,"27,176.88"
,109 Summit Checking 5809,06/12/2023,Deposit,,Transfer,,Summit Bank MM 5906,-500.00,"26,676.88"
,109 Summit Checking 5809,06/13/2023,Deposit,,American Express,,Fees,86.80,"26,763.68"
,109 Summit Checking 5809,06/13/2023,Deposit,,Credit Card,,Fees,"1,258.79","28,022.47"
,109 Summit Checking 5809,06/13/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-49.62,"27,972.85"
,109 Summit Checking 5809,06/14/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-734.82,"27,238.03"
,109 Summit Checking 5809,06/14/2023,Deposit,,Credit Card,,Fees,193.23,"27,431.26"
,109 Summit Checking 5809,06/14/2023,Deposit,,Checks,,Fees,"4,262.36","31,693.62"
,109 Summit Checking 5809,06/15/2023,Deposit,,Credit Card,,Fees,452.40,"32,146.02"
,109 Summit Checking 5809,06/16/2023,Deposit,,Credit Card,,Fees,986.74,"33,132.76"
,109 Summit Checking 5809,06/20/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"32,632.76"
,109 Summit Checking 5809,06/21/2023,Deposit,,Credit Card,,Fees,550.68,"33,183.44"
,109 Summit Checking 5809,06/21/2023,Deposit,,Credit Card,,Fees,948.00,"34,131.44"
,109 Summit Checking 5809,06/22/2023,Deposit,,Credit Card,,Fees,150.60,"34,282.04"
,109 Summit Checking 5809,06/22/2023,Deposit,,Checks,,Fees,"7,313.48","41,595.52"
,109 Summit Checking 5809,06/23/2023,Deposit,,Credit Card,,Fees,923.70,"42,519.22"
,109 Summit Checking 5809,06/26/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"42,019.22"
,109 Summit Checking 5809,06/27/2023,Deposit,,Credit Card,,Fees,"1,434.10","43,453.32"
,109 Summit Checking 5809,06/28/2023,Expense,,Matrix Trust Co,,Retirement Deferrals Payable,-735.16,"42,718.16"
,109 Summit Checking 5809,06/28/2023,Deposit,,Credit Card,,Fees,520.54,"43,238.70"
,109 Summit Checking 5809,06/29/2023,Deposit,,Checks,,Fees,"3,180.22","46,418.92"
,109 Summit Checking 5809,06/29/2023,Deposit,,Credit Card,,Fees,961.20,"47,380.12"
,109 Summit Checking 5809,06/29/2023,Deposit,,American Express,,Fees,100.00,"47,480.12"
,109 Summit Checking 5809,06/30/2023,Deposit,,Credit Card,,Fees,316.50,"47,796.62"
,109 Summit Checking 5809,06/30/2023,Deposit,,Interest Earned,,Interest Income,22.86,"47,819.48"
,109 Summit Checking 5809,07/03/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"47,319.48"
,109 Summit Checking 5809,07/03/2023,Expense,,Johnson Properties LLC,,Rent,"-4,000.00","43,319.48"
,109 Summit Checking 5809,07/05/2023,Expense,,Johnson Properties LLC,,Rent,"-8,500.00","34,819.48"
,109 Summit Checking 5809,07/05/2023,Expense,,Summit Bank,,,"-9,049.16","25,770.32"
,109 Summit Checking 5809,07/06/2023,Deposit,,Credit Card,,Fees,"1,039.00","26,809.32"
,109 Summit Checking 5809,07/06/2023,Expense,,Merchant Solutions Billing,,Credit Card Fees,-470.82,"26,338.50"
,109 Summit Checking 5809,07/06/2023,Deposit,,Credit Card,,Fees,"1,229.60","27,568.10"
,109 Summit Checking 5809,07/07/2023,Expense,,Matrix Trust Co,,Retirement Withdrawals,"-10,000.00","17,568.10"
,109 Summit Checking 5809,07/07/2023,Deposit,,Credit Card,,Fees,"1,111.75","18,679.85"
,109 Summit Checking 5809,07/10/2023,Expense,,Transfer,,Summit Bank MM 5906,-500.00,"18,179.85"
,109 Summit Checking 5809,07/11/2023,Deposit,,Checks,,Fees,"7,512.19","25,692.04"
,109 Summit Checking 5809,07/11/2023,Deposit,,Credit Card,,Fees,384.48,"26,076.52"
